ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,discontinuous,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN
1TH 4:16!3, ,det,,ὁ,ὁ,3588,singular,masculine,nominative,the,092004,92.24,T-NSM,ὁ,n52004016003,110414,w,ὁ,I_Thessalonians,13,1Thess,4,16,10,wg,,,np,DetNP,,,,,,896,wg,,,np,PronNP,s,,,,,895,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!4, ,noun,common,κύριος,Κύριος,2962,singular,masculine,nominative,Lord,012001,12.9{N:001},N-NSM,Κύριος,n52004016004,110415,w,Κύριος,I_Thessalonians,13,1Thess,4,16,10,wg,,,np,DetNP,,,,,,896,wg,,,np,PronNP,s,,,,,895,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!5, ,prep,,ἐν,ἐν,1722,,,,with,089013,89.80,PREP,ἐν,n52004016005,110416,w,ἐν,I_Thessalonians,13,1Thess,4,16,10,wg,,,pp,PrepNp,,,,,,898,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!6,",",noun,common,κέλευσμα,κελεύσματι,2752,singular,neuter,dative,a loud command,033032,33.324,N-DSN,"κελεύσματι,",n52004016006,110417,w,κελεύσματι,I_Thessalonians,13,1Thess,4,16,10,wg,,,pp,PrepNp,,,,,,898,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!7, ,prep,,ἐν,ἐν,1722,,,,with,,,PREP,ἐν,n52004016007,110418,w,ἐν,I_Thessalonians,13,1Thess,4,16,10,wg,,,pp,PrepNp,,,,,,899,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!8, ,noun,common,φωνή,φωνῇ,5456,singular,feminine,dative,the voice,033006,33.103 33.80,N-DSF,φωνῇ,n52004016008,110419,w,φωνῇ,I_Thessalonians,13,1Thess,4,16,11,wg,,,np,NPofNP,,,,,,900,wg,,,pp,PrepNp,,,,,,899,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!9, ,noun,common,ἀρχάγγελος,ἀρχαγγέλου,743,singular,masculine,genitive,of an archangel,012001,12.31,N-GSM,ἀρχαγγέλου,n52004016009,110420,w,ἀρχαγγέλου,I_Thessalonians,13,1Thess,4,16,11,wg,,,np,NPofNP,,,,,,900,wg,,,pp,PrepNp,,,,,,899,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!10, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52004016010,110421,w,καὶ,I_Thessalonians,13,1Thess,4,16,10,wg,group,,,,,,,,,901,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!11, ,prep,,ἐν,ἐν,1722,,,,with,,,PREP,ἐν,n52004016011,110422,w,ἐν,I_Thessalonians,13,1Thess,4,16,11,wg,,,pp,PrepNp,,,,,,902,wg,group,,,,,,,,,901,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!12, ,noun,common,σάλπιγξ,σάλπιγγι,4536,singular,feminine,dative,[the] trumpet,006012,6.93,N-DSF,σάλπιγγι,n52004016012,110423,w,σάλπιγγι,I_Thessalonians,13,1Thess,4,16,12,wg,,,np,NPofNP,,,,,,903,wg,,,pp,PrepNp,,,,,,902,wg,group,,,,,,,,,901,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!13,",",noun,common,θεός,Θεοῦ,2316,singular,masculine,genitive,of God,012001,12.1,N-GSM,"Θεοῦ,",n52004016013,110424,w,Θεοῦ,I_Thessalonians,13,1Thess,4,16,12,wg,,,np,NPofNP,,,,,,903,wg,,,pp,PrepNp,,,,,,902,wg,group,,,,,,,,,901,wg,,,,2PpaPp,adv,,,,,897,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!14, ,verb,,καταβαίνω,καταβήσεται,2597,singular,,,will descend,015011,15.107,V-FDI-3S,καταβήσεται,n52004016014,110425,w,καταβήσεται,I_Thessalonians,13,1Thess,4,16,8,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,third,future,middle,indicative,A0:n52004016004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!15, ,prep,,ἀπό,ἀπ’,575,,,,from,,,PREP,ἀπ’,n52004016015,110426,w,ἀπ’,I_Thessalonians,13,1Thess,4,16,9,wg,,,pp,PrepNp,adv,,,,,904,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!16,",",noun,common,οὐρανός,οὐρανοῦ,3772,singular,masculine,genitive,heaven,001002,1.11,N-GSM,"οὐρανοῦ,",n52004016016,110427,w,οὐρανοῦ,I_Thessalonians,13,1Thess,4,16,9,wg,,,pp,PrepNp,adv,,,,,904,wg,,,cl,S-ADV-V-ADV,,,,,,894,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!17, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52004016017,110428,w,καὶ,I_Thessalonians,13,1Thess,4,16,8,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!18, ,det,,ὁ,οἱ,3588,plural,masculine,nominative,the,092004,92.24,T-NPM,οἱ,n52004016018,110429,w,οἱ,I_Thessalonians,13,1Thess,4,16,11,wg,,,np,DetNP,s,,,,,908,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!19, ,adj,,νεκρός,νεκροί,3498,plural,masculine,nominative,dead,023007,23.121,A-NPM,νεκροὶ,n52004016019,110430,w,νεκροὶ,I_Thessalonians,13,1Thess,4,16,12,wg,,,np,NpPp,,,,,,909,wg,,,np,DetNP,s,,,,,908,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!20, ,prep,,ἐν,ἐν,1722,,,,in,089020,89.119,PREP,ἐν,n52004016020,110431,w,ἐν,I_Thessalonians,13,1Thess,4,16,13,wg,,,pp,PrepNp,,,,,,910,wg,,,np,NpPp,,,,,,909,wg,,,np,DetNP,s,,,,,908,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,,,,,,,,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!21, ,noun,proper,Χριστός,Χριστῷ,5547,singular,masculine,dative,Christ,093001,93.387,N-DSM,Χριστῷ,n52004016021,110432,w,Χριστῷ,I_Thessalonians,13,1Thess,4,16,13,wg,,,pp,PrepNp,,,,,,910,wg,,,np,NpPp,,,,,,909,wg,,,np,DetNP,s,,,,,908,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,,,,,,,,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!22, ,verb,,ἀνίστημι,ἀναστήσονται,450,plural,,,will rise,023007,23.94,V-FMI-3P,ἀναστήσονται,n52004016022,110433,w,ἀναστήσονται,I_Thessalonians,13,1Thess,4,16,10,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,v,,,third,future,middle,indicative,A0:n52004016019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:16!23,",",adj,,πρῶτος,πρῶτον,4412,singular,neuter,accusative,first,060003,60.46,ADV-S,"πρῶτον,",n52004016023,110434,w,πρῶτον,I_Thessalonians,13,1Thess,4,16,10,wg,,,cl,S-V-ADV,,,,,,907,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!1, ,adv,,ἔπειτα,ἔπειτα,1899,,,,Then,067002,67.44,ADV,ἔπειτα,n52004017001,110435,w,ἔπειτα,I_Thessalonians,13,1Thess,4,17,10,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!2, ,pron,personal,ἐγώ,ἡμεῖς,1473,plural,,nominative,we,092002,92.4,P-1NP,ἡμεῖς,n52004017002,110436,w,ἡμεῖς,I_Thessalonians,13,1Thess,4,17,11,wg,apposition,,np,Np-Appos,s,,,,,912,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,n52001001003 n52003006004 n52002018008 n52004013006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!3, ,det,,ὁ,οἱ,3588,plural,masculine,nominative,the,092004,92.24,T-NPM,οἱ,n52004017003,110437,w,οἱ,I_Thessalonians,13,1Thess,4,17,13,wg,,,,DetCL,,,,,,914,wg,apposition,,np,Np-Appos,,,,apposition,,913,wg,apposition,,np,Np-Appos,s,,,,,912,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,,,,,,,,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!4, ,verb,,ζάω,ζῶντες,2198,plural,masculine,nominative,living,023007,23.88,V-PAP-NPM,ζῶντες,n52004017004,110438,w,ζῶντες,I_Thessalonians,13,1Thess,4,17,14,wg,,,cl,V2CL,,,,,,915,wg,,,,DetCL,,,,,,914,wg,apposition,,np,Np-Appos,,,,apposition,,913,wg,apposition,,np,Np-Appos,s,,,,,912,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,v,,,,present,active,participle,A0:n52001001003;n52003006004;n52002018008;n52004013006,n52001001003 n52003006004 n52002018008 n52004013006,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!5, ,det,,ὁ,οἱ,3588,plural,masculine,nominative,-,092004,92.24,T-NPM,οἱ,n52004017005,110439,w,οἱ,I_Thessalonians,13,1Thess,4,17,13,wg,,,,DetCL,,,,apposition,,916,wg,apposition,,np,Np-Appos,,,,apposition,,913,wg,apposition,,np,Np-Appos,s,,,,,912,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,,,,,,,,,,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!6, ,verb,,περιλείπομαι,περιλειπόμενοι,4035,plural,masculine,nominative,remaining,085004,85.66,V-POP-NPM,περιλειπόμενοι,n52004017006,110440,w,περιλειπόμενοι,I_Thessalonians,13,1Thess,4,17,14,wg,,,cl,V2CL,,,,,,917,wg,,,,DetCL,,,,apposition,,916,wg,apposition,,np,Np-Appos,,,,apposition,,913,wg,apposition,,np,Np-Appos,s,,,,,912,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,v,,,,present,passive,participle,A1:n52004017004,n52004017004,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:17!7, ,adv,,ἅμα,ἅμα,260,,,,together,067002 089020,67.34 89.114,ADV,ἅμα,n52004017007,110441,w,ἅμα,I_Thessalonians,13,1Thess,4,17,10,wg,,,cl,ADV-S-ADV-ADV-V-ADV-ADV,,,,,,911,wg,group,,,ClCl,o,,,,,906,wg,group,,,,,,,,,905,wg,,,,CLaCL,,,,,,893,wg,,,,sub-CL,adv,,,,,892,wg,,,cl,,,,,,,874,wg,,,,Conj-CL,,,,,,873,wg,,,,,,,,,,872,sentence,,,,,,,,,39,,,book,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
