ref,after,class,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,degree,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,type,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,referent,role,person,tense,voice,mood,frame,discontinuous,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,subjref,junction
2JN 1:1!1, ,det,ὁ,Ὁ,3588,singular,masculine,nominative,The,092004,92.24,T-NSM,Ὁ,n63001001001,127027,w,Ὁ,II_John,24,2John,1,1,6,wg,,,np,DetAdj,s,,,,,4,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!2, ,adj,πρεσβύτερος,πρεσβύτερος,4245,singular,masculine,nominative,elder,053009,53.77,A-NSM-C,πρεσβύτερος,n63001001002,127028,w,πρεσβύτερος,II_John,24,2John,1,1,6,wg,,,np,DetAdj,s,,,,,4,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,comparative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!3, ,adj,ἐκλεκτός,ἐκλεκτῇ,1588,singular,feminine,dative,To [the] elect,030006,30.93,A-DSF,ἐκλεκτῇ,n63001001003,127029,w,ἐκλεκτῇ,II_John,24,2John,1,1,8,wg,,,np,AdjpNp,,,,,,7,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!4, ,noun,κυρία,κυρίᾳ,2959,singular,feminine,dative,lady,087003,87.54,N-DSF,κυρίᾳ,n63001001004,127030,w,κυρίᾳ,II_John,24,2John,1,1,8,wg,,,np,AdjpNp,,,,,,7,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!5, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001001005,127031,w,καὶ,II_John,24,2John,1,1,8,wg,group,,,,,,,,,8,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!6, ,det,ὁ,τοῖς,3588,plural,neuter,dative,the,092004,92.24,T-DPN,τοῖς,n63001001006,127032,w,τοῖς,II_John,24,2John,1,1,9,wg,,,np,DetNP,,,,,,9,wg,group,,,,,,,,,8,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!7, ,noun,τέκνον,τέκνοις,5043,plural,neuter,dative,children,010002,10.36,N-DPN,τέκνοις,n63001001007,127033,w,τέκνοις,II_John,24,2John,1,1,10,wg,,,np,NPofNP,,,,,,10,wg,,,np,DetNP,,,,,,9,wg,group,,,,,,,,,8,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,common,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!8,",",pron,αὐτός,αὐτῆς,846,singular,feminine,genitive,of her,,,P-GSF,"αὐτῆς,",n63001001008,127034,w,αὐτῆς,II_John,24,2John,1,1,10,wg,,,np,NPofNP,,,,,,10,wg,,,np,DetNP,,,,,,9,wg,group,,,,,,,,,8,wg,,,,NpaNp,,,,,,6,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,personal,sentence,,,,,,,,,1,,book,,,,,,,,,,,n63001001004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!9, ,pron,ὅς,οὕς,3739,plural,masculine,accusative,whom,,,R-APM,οὓς,n63001001009,127035,w,οὓς,II_John,24,2John,1,1,7,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,relative,,,,,,,,,,,,,,,,,,,,,,,n63001001004 n63001001007,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!11, ,verb,ἀγαπάω,ἀγαπῶ,25,singular,,,love,025003,25.43,V-PAI-1S,ἀγαπῶ,n63001001011,127036,w,ἀγαπῶ,II_John,24,2John,1,1,7,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,first,present,active,indicative,A1:n63001001009 A0:n63001001010;n63001001015;n63001001016;n63001001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!12, ,prep,ἐν,ἐν,1722,,,,in,070,70.4,PREP,ἐν,n63001001012,127037,w,ἐν,II_John,24,2John,1,1,8,wg,,,pp,PrepNp,adv,,,,,12,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!13,",",noun,ἀλήθεια,ἀληθείᾳ,225,singular,feminine,dative,truth,070,70.4,N-DSF,"ἀληθείᾳ,",n63001001013,127038,w,ἀληθείᾳ,II_John,24,2John,1,1,8,wg,,,pp,PrepNp,adv,,,,,12,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!10, ,pron,ἐγώ,ἐγώ,1473,singular,,nominative,I,092001,92.1,P-1NS,ἐγὼ,n63001001010,127039,w,ἐγὼ,II_John,24,2John,1,1,8,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!14, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001001014,127040,w,καὶ,II_John,24,2John,1,1,9,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!15, ,adv,οὐ,οὐκ,3756,,,,not,,,PRT-N,οὐκ,n63001001015,127041,w,οὐκ,II_John,24,2John,1,1,10,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!16, ,pron,ἐγώ,ἐγώ,1473,singular,,nominative,I,092001,92.1,P-1NS,ἐγὼ,n63001001016,127042,w,ἐγὼ,II_John,24,2John,1,1,11,wg,,,np,NpAdjp,,,,,,16,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,personal,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,n63001001002,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!17, ,adj,μόνος,μόνος,3441,singular,masculine,nominative,only,058007,58.51,A-NSM,μόνος,n63001001017,127043,w,μόνος,II_John,24,2John,1,1,11,wg,,,np,NpAdjp,,,,,,16,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!18, ,conj,ἀλλά,ἀλλά,235,,,,but,089023,89.125,CONJ,ἀλλὰ,n63001001018,127044,w,ἀλλὰ,II_John,24,2John,1,1,10,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!19, ,adv,καί,καί,2532,,,,also,,,CONJ,καὶ,n63001001019,127045,w,καὶ,II_John,24,2John,1,1,11,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!20, ,adj,πᾶς,πάντες,3956,plural,masculine,nominative,all,059003,59.24,A-NPM,πάντες,n63001001020,127046,w,πάντες,II_John,24,2John,1,1,12,wg,,,np,All-NP,,,,,,18,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,,,,,,,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!21, ,det,ὁ,οἱ,3588,plural,masculine,nominative,those,092004,92.24,T-NPM,οἱ,n63001001021,127047,w,οἱ,II_John,24,2John,1,1,13,wg,,,,DetCL,,,,,,19,wg,,,np,All-NP,,,,,,18,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,,,,,,,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!22, ,verb,γινώσκω,ἐγνωκότες,1097,plural,masculine,nominative,having known,032002,32.16,V-RAP-NPM,ἐγνωκότες,n63001001022,127048,w,ἐγνωκότες,II_John,24,2John,1,1,14,wg,,,cl,V-O,,,,,,20,wg,,,,DetCL,,,,,,19,wg,,,np,All-NP,,,,,,18,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,wg,group,,,,,,,,,14,,wg,,,,NpaNp,s,,,,,13,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,v,,perfect,active,participle,A0:n00000000000 A1:n63001001024,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:1!23, ,det,ὁ,τήν,3588,singular,feminine,accusative,the,092004,92.24,T-ASF,τὴν,n63001001023,127049,w,τὴν,II_John,24,2John,1,1,15,wg,,,np,DetNP,o,,,,,21,wg,,,cl,V-O,,,,,,20,wg,,,,DetCL,,,,,,19,wg,,,np,All-NP,,,,,,18,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,,,,,,,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,
2JN 1:1!24,",",noun,ἀλήθεια,ἀλήθειαν,225,singular,feminine,accusative,truth,072001,72.2,N-ASF,"ἀλήθειαν,",n63001001024,127050,w,ἀλήθειαν,II_John,24,2John,1,1,15,wg,,,np,DetNP,o,,,,,21,wg,,,cl,V-O,,,,,,20,wg,,,,DetCL,,,,,,19,wg,,,np,All-NP,,,,,,18,wg,,,np,AdvpNp,,,,,,17,wg,group,,,notNPbutNP,,,,,,15,,wg,group,,,,,,,,,14,wg,,,,NpaNp,s,,,,,13,common,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,,,,,,,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,
2JN 1:2!1, ,prep,διά,διά,1223,,,,because of,089007,89.26,PREP,διὰ,n63001002001,127051,w,διὰ,II_John,24,2John,1,2,8,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!2, ,det,ὁ,τήν,3588,singular,feminine,accusative,the,092004,92.24,T-ASF,τὴν,n63001002002,127052,w,τὴν,II_John,24,2John,1,2,10,wg,,,np,DetNP,,,,,,24,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!3, ,noun,ἀλήθεια,ἀλήθειαν,225,singular,feminine,accusative,truth,072001,72.2,N-ASF,ἀλήθειαν,n63001002003,127053,w,ἀλήθειαν,II_John,24,2John,1,2,10,wg,,,np,DetNP,,,,,,24,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,common,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!4, ,det,ὁ,τήν,3588,singular,feminine,accusative,-,092004,92.24,T-ASF,τὴν,n63001002004,127054,w,τὴν,II_John,24,2John,1,2,10,wg,,,,DetCL,,,,apposition,,25,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!5, ,verb,μένω,μένουσαν,3306,singular,feminine,accusative,abiding,068002,68.11,V-PAP-ASF,μένουσαν,n63001002005,127055,w,μένουσαν,II_John,24,2John,1,2,11,wg,,,cl,V-ADV,,,,,,26,wg,,,,DetCL,,,,apposition,,25,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,wg,apposition,,np,NP-CL,io,,,,,5,,wg,,,cl,S-IO,,VerbElided,,,,3,wg,,,,CLaCL,,,,,,2,,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,v,,present,active,participle,A0:n63001002003,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001002003,
2JN 1:2!6, ,prep,ἐν,ἐν,1722,,,,in,089020,89.119,PREP,ἐν,n63001002006,127056,w,ἐν,II_John,24,2John,1,2,12,wg,,,pp,PrepNp,adv,,,,,27,wg,,,cl,V-ADV,,,,,,26,wg,,,,DetCL,,,,apposition,,25,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,,,,,,,,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!7,",",pron,ἐγώ,ἡμῖν,1473,plural,,dative,us,092002,92.4,P-1DP,"ἡμῖν,",n63001002007,127057,w,ἡμῖν,II_John,24,2John,1,2,12,wg,,,pp,PrepNp,adv,,,,,27,wg,,,cl,V-ADV,,,,,,26,wg,,,,DetCL,,,,apposition,,25,wg,apposition,,np,Np-Appos,,,,,,23,wg,,,pp,PrepNp,adv,,,,,22,wg,,,cl,O-V-ADV-S-ADV,,,,apposition,,11,,wg,apposition,,np,NP-CL,io,,,,,5,wg,,,cl,S-IO,,VerbElided,,,,3,personal,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,n63001001002 n63001001004 n63001001007 n63001001022,,,,,,,,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!8, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001002008,127058,w,καὶ,II_John,24,2John,1,2,5,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!9, ,prep,μετά,μεθ’,3326,,,,with,089020,89.108,PREP,μεθ’,n63001002009,127059,w,μεθ’,II_John,24,2John,1,2,7,wg,,,pp,PrepNp,p,,,,,30,wg,,,cl,P-VC-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!10, ,pron,ἐγώ,ἡμῶν,1473,plural,,genitive,us,092002,92.4,P-1GP,ἡμῶν,n63001002010,127060,w,ἡμῶν,II_John,24,2John,1,2,7,wg,,,pp,PrepNp,p,,,,,30,wg,,,cl,P-VC-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,,book,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001001002 n63001001004 n63001001007 n63001001022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:2!11, ,verb,εἰμί,ἔσται,1510,singular,,,that will be,,,V-FDI-3S,ἔσται,n63001002011,127061,w,ἔσται,II_John,24,2John,1,2,6,wg,,,cl,P-VC-ADV,,,,,,29,wg,group,,,,,,,,,28,wg,,,,CLaCL,,,,,,2,wg,,,,,,,,,,1,sentence,,,,,,,,,1,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc,third,future,middle,indicative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001002003,
